canonical_label,canonical_display_label,classification_level,gene,primary_source_workbook,primary_source_label,primary_source_subtype,best_marker_rank,source_workbooks,source_labels,supporting_source_count,use_for_primary_foot_annotation,clinical_group_blinded,outcome_differential_expression_used
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,H2AFZ,MOESM6,SMC2,SMC2,3,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,HIST1H4C,MOESM6,SMC2,SMC2,10,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,IGFBP7,MOESM5,SMCs,,8,MOESM5,SMCs,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,MKI67,MOESM6,SMC2,SMC2,7,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,MYH11,MOESM6,SMC1,SMC1,7,MOESM5;MOESM6,SMC1;SMCs,2,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,MYL9,MOESM6,SMC1,SMC1,5,MOESM5;MOESM6,SMC1;SMCs,2,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,NDUFA4L2,MOESM6,SMC1,SMC1,8,MOESM6,SMC1,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,NR2F2,MOESM6,SMC1,SMC1,10,MOESM6,SMC1,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,PTTG1,MOESM6,SMC2,SMC2,2,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,RGS5,MOESM6,SMC1,SMC1,3,MOESM5;MOESM6,SMC1;SMCs,2,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,STMN1,MOESM6,SMC2,SMC2,6,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,TAGLN,MOESM6,SMC1,SMC1,2,MOESM5;MOESM6,SMC1;SMCs,2,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,TIMP1,MOESM6,SMC2,SMC2,9,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,TOP2A,MOESM6,SMC2,SMC2,5,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,TPM1,MOESM5,SMCs,,10,MOESM5,SMCs,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,TPM2,MOESM6,SMC1,SMC1,4,MOESM5;MOESM6,SMC1;SMCs,2,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,TUBA1B,MOESM6,SMC2,SMC2,4,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SMOOTH_MUSCLE,Smooth muscle cell,BROAD_CELL_TYPE,UBE2S,MOESM6,SMC2,SMC2,8,MOESM6,SMC2,1,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,AQP5,MOESM6,Sweat/Seba,,10,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,AZGP1,MOESM6,Sweat/Seba,,7,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,DCD,MOESM6,Sweat/Seba,,1,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,KRT19,MOESM6,Sweat/Seba,,8,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,KRT7,MOESM6,Sweat/Seba,,9,MOESM6,Sweat/Seba,1,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,MUCL1,MOESM6,Sweat/Seba,,3,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,PIP,MOESM6,Sweat/Seba,,6,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,SCGB1B2P,MOESM6,Sweat/Seba,,4,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,SCGB1D2,MOESM6,Sweat/Seba,,5,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,SCGB2A2,MOESM6,Sweat/Seba,,2,MOESM5;MOESM6,Sweat/Seba;Sweat/Sebo,2,TRUE,TRUE,FALSE
SWEAT_SEBACEOUS,Sweat/sebaceous gland cell,BROAD_CELL_TYPE,SLC12A2,MOESM5,Sweat/Sebo,,10,MOESM5,Sweat/Sebo,1,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,CD3D,MOESM5,T-lympho,,6,MOESM5,T-lympho,1,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,CD52,MOESM6,T-Lympho,,4,MOESM5;MOESM6,T-Lympho;T-lympho,2,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,CD69,MOESM6,T-Lympho,,1,MOESM5;MOESM6,T-Lympho;T-lympho,2,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,CXCR4,MOESM6,T-Lympho,,3,MOESM5;MOESM6,T-Lympho;T-lympho,2,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,DUSP2,MOESM6,T-Lympho,,9,MOESM6,T-Lympho,1,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,IL32,MOESM6,T-Lympho,,2,MOESM5;MOESM6,T-Lympho;T-lympho,2,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,IL7R,MOESM6,T-Lympho,,7,MOESM5;MOESM6,T-Lympho;T-lympho,2,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,KLRB1,MOESM6,T-Lympho,,6,MOESM6,T-Lympho,1,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,LTB,MOESM6,T-Lympho,,5,MOESM5;MOESM6,T-Lympho;T-lympho,2,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,PTPRC,MOESM6,T-Lympho,,8,MOESM6,T-Lympho,1,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,TRAC,MOESM6,T-Lympho,,10,MOESM5;MOESM6,T-Lympho;T-lympho,2,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,TRBC1,MOESM5,T-lympho,,10,MOESM5,T-lympho,1,TRUE,TRUE,FALSE
T_LYMPHOCYTE,T lymphocyte,BROAD_CELL_TYPE,TRBC2,MOESM5,T-lympho,,7,MOESM5,T-lympho,1,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,ACKR1,MOESM6,VasEndo,,2,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,AQP1,MOESM6,VasEndo,,10,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,CLDN5,MOESM6,VasEndo,,4,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,GNG11,MOESM6,VasEndo,,8,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,IFI27,MOESM6,VasEndo,,1,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,PECAM1,MOESM6,VasEndo,,3,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,PLVAP,MOESM6,VasEndo,,5,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,RAMP2,MOESM6,VasEndo,,9,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,SOX18,MOESM6,VasEndo,,7,MOESM6,VasEndo,1,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,SPARCL1,MOESM5,VasEndo,,6,MOESM5,VasEndo,1,TRUE,TRUE,FALSE
VASCULAR_ENDOTHELIAL,Vascular endothelial cell,BROAD_CELL_TYPE,VWF,MOESM6,VasEndo,,6,MOESM5;MOESM6,VasEndo,2,TRUE,TRUE,FALSE
